"SNP","Chromosome","Position ","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","effect","FDR"
"AT1G03240",1,792222,0.177688391018482,0.252580323594817,690,0.582062581365946,0.583171756787089,-1.55206385653219,0.999326526413139
"AT1G03250",1,793353,0.554840006302495,0.41022892386478,690,0.582062581365946,0.582275242700975,-1.15069955643412,0.999326526413139
"AT1G03260",1,795532,0.377187905288405,0.467341701173223,690,0.582062581365946,0.58253831186444,-1.80704335330665,0.999326526413139
"AT1G03270",1,799191,0.672691282421854,0.480293863439931,690,0.582062581365946,0.582171405779171,0.894390943478356,0.999326526413139
"AT1G03280",1,803035,0.760064856456541,0.467329079956119,690,0.582062581365946,0.582119448237763,-0.80001401683694,0.999326526413139
"AT1G03290",1,807361,0.214074205847151,0.35412306253821,690,0.582062581365946,0.583004785140356,-4.63357731448195,0.999326526413139
"AT1G03300",1,811033,0.8860360990666,0.370288376088821,690,0.582062581365946,0.58207510512521,0.216839464137593,0.999326526413139
"AT1G03310",1,813471,0.43843064788596,0.419476381703239,690,0.582062581365946,0.58242878733513,-2.03698501780673,0.999326526413139
"AT1G03320",1,817027,0.125312068045278,0.37594542062902,690,0.582062581365946,0.583497577374311,-1.90688927833889,0.999326526413139
"AT1G03330",1,817983,0.844856245227649,0.48210847876847,690,0.582062581365946,0.582085928527454,-0.375829166934636,0.999326526413139
"AT1G03340",1,819662,0.75492567465907,0.426121308755283,690,0.582062581365946,0.582121992091704,0.517236404841242,0.999326526413139
"AT1G03350",1,822638,0.212253517915801,0.46219799390354,690,0.582062581365946,0.583012320278842,-2.98354643737912,0.999326526413139
"AT1G03360",1,824537,0.593233690416872,0.379005951851383,690,0.582062581365946,0.58223657392613,-1.98898816646397,0.999326526413139
"AT1G03365",1,826569,0.304553080751115,0.479448691594783,690,0.582062581365946,0.582705774281745,-2.69111322430399,0.999326526413139
"AT1G03370",1,830627,0.0481602272602745,0.366604939370078,690,0.582062581365946,0.584449820453752,-8.18279392648401,0.999326526413139
"AT1G03380",1,835785,0.0111903302333008,0.35886048770175,690,0.582062581365946,0.586004290105678,-10.2465002015233,0.999326526413139
"AT1G03400",1,842747,0.572821180362311,0.436175883689361,690,0.582062581365946,0.582256496401962,1.7880372477448,0.999326526413139
"AT1G03410",1,844436,0.0974505242512498,0.225814297708801,690,0.582062581365946,0.583740610605991,2.10950984531428,0.999326526413139
"AT1G03430",1,847873,0.213723533964808,0.394979193000075,690,0.582062581365946,0.583006230495389,2.01355899630653,0.999326526413139
"AT1G03440",1,852366,0.104504928585795,0.389011616640659,690,0.582062581365946,0.583672444381412,-3.71997340670714,0.999326526413139
"AT1G03457",1,860788,0.104908233787806,0.317897675242368,690,0.582062581365946,0.583668700879641,-5.07507718256966,0.999326526413139
"AT1G03470",1,865915,0.0596739520375919,0.241248355027683,690,0.582062581365946,0.584230385829723,-5.97383540708324,0.999326526413139
"AT1G03475",1,869051,0.196203777451052,0.449857370361306,690,0.582062581365946,0.58308224490029,-5.31019745396043,0.999326526413139
"AT1G03495",1,873184,0.272507677011992,0.360213285779773,690,0.582062581365946,0.582797334734678,1.90903094609712,0.999326526413139
"AT1G03502",1,875358,0.638802439493523,0.198591829998194,690,0.582062581365946,0.582196923363182,0.548432394197789,0.999326526413139
"AT1G03506",1,875518,0.672389195598526,0.308307904678872,690,0.582062581365946,0.582171619195188,0.561215750458359,0.999326526413139
"AT1G03510",1,876258,0.56006261778588,0.407731866076887,690,0.582062581365946,0.582269678551396,-1.47069220367848,0.999326526413139
"AT1G03520",1,877862,0.902368301021706,0.325720131887239,690,0.582062581365946,0.582071755957088,-0.338614952241187,0.999326526413139
"AT1G03530",1,880496,0.849090111437225,0.392634021255757,690,0.582062581365946,0.582084656312582,0.871952395376866,0.999326526413139
"AT1G03540",1,883782,0.737101151481378,0.413381660292415,690,0.582062581365946,0.582131292749211,-0.858839052263647,0.999326526413139
"AT1G03550",1,885623,0.556102403032057,0.288672346542184,690,0.582062581365946,0.582273888645543,0.941085591745832,0.999326526413139
"AT1G03560",1,890156,0.676036800401853,0.331426648032395,690,0.582062581365946,0.582169058702319,-1.47215616611356,0.999326526413139
"AT1G03590",1,894254,0.0735965984779609,0.477496568831137,690,0.582062581365946,0.584018701235991,-3.57304956518055,0.999326526413139
"AT1G03600",1,898876,0.413677791513617,0.444753403731376,690,0.582062581365946,0.582470174122253,2.07496169563456,0.999326526413139
"AT1G03610",1,900887,0.618705519856008,0.397662887584672,690,0.582062581365946,0.582213621793999,-1.28312656387061,0.999326526413139
"AT1G03620",1,904319,0.124834554576105,0.356555171088043,690,0.582062581365946,0.58350121913184,-2.67677595574241,0.999326526413139
"AT1G03630",1,907642,0.929402371002804,0.494924731241375,690,0.582062581365946,0.582067367032798,-0.266175425545953,0.999326526413139
"AT1G03650",1,910023,0.460512596037186,0.370558750475509,690,0.582062581365946,0.582394776470421,1.23298062240065,0.999326526413139
"AT1G03660",1,911436,0.915948174377286,0.312741424878743,690,0.582062581365946,0.582069372356347,0.185332809371175,0.999326526413139
"AT1G03680",1,916819,0.548719939327707,0.399404715423939,690,0.582062581365946,0.582281890356039,-1.62119066884406,0.999326526413139
"AT1G03687",1,918299,0.503052159353025,0.427639476789899,690,0.582062581365946,0.582336108671506,1.42709904752883,0.999326526413139
"AT1G03700",1,920950,0.0838954610696435,0.243662295836209,690,0.582062581365946,0.583888156999616,4.96447179051393,0.999326526413139
"AT1G03710",1,923426,0.420462450398364,0.173788315138526,690,0.582062581365946,0.58245846691138,-1.03658062839531,0.999326526413139
"AT1G03720",1,924996,0.713136531530777,0.101933986090065,690,0.582062581365946,0.582144996858508,0.466954891187243,0.999326526413139
"AT1G03730",1,930828,0.126581278866233,0.332584467381119,690,0.582062581365946,0.583487972372222,4.74916608300919,0.999326526413139
"AT1G03740",1,933512,0.632611436485733,0.338492266966012,690,0.582062581365946,0.58220193920506,-1.86355642497801,0.999326526413139
"AT1G03743",1,937207,0.340635001557087,0.119677274764679,690,0.582062581365946,0.582616565311193,-1.01679455749832,0.999326526413139
"AT1G03746",1,937401,0.321861402220248,0.145154379332073,690,0.582062581365946,0.582661333645305,0.986200234714943,0.999326526413139
"AT1G03750",1,937920,0.360649178160095,0.474694025283959,690,0.582062581365946,0.582572362782829,2.47991627949159,0.999326526413139
"AT1G03760",1,941062,0.392692385573925,0.460924506048179,690,0.582062581365946,0.582508246792839,-2.34788822727569,0.999326526413139
"AT1G03770",1,944572,0.192677922483153,0.379557636293508,690,0.582062581365946,0.583098510299637,3.33918324865954,0.999326526413139
"AT1G03780",1,947520,0.558557273116296,0.351507343156469,690,0.582062581365946,0.582271272176147,3.06403006741311,0.999326526413139
"AT1G03790",1,954525,0.634980231134786,0.162638283962881,690,0.582062581365946,0.582200006742268,-1.42915836252905,0.999326526413139
"AT1G03800",1,957261,0.475568837022958,0.394406994200936,690,0.582062581365946,0.582373029999061,-1.12119188826546,0.999326526413139
"AT1G03820",1,959869,0.991511879957668,0.310688648515471,690,0.582062581365946,0.582062650368229,0.0266465611275635,0.999326526413139
"AT1G03830",1,962016,0.867665642664852,0.429156334380339,690,0.582062581365946,0.582079508749017,0.515393879366457,0.999326526413139
"AT1G03840",1,967503,0.164541847374832,0.278667733177459,690,0.582062581365946,0.583242141307442,5.6202258262565,0.999326526413139
"AT1G03850",1,976097,0.413076343669304,0.356532824496843,690,0.582062581365946,0.582471225690564,1.44153593767442,0.999326526413139
"AT1G03860",1,979308,0.939349718752002,0.426111497656456,690,0.582062581365946,0.582066110996526,-0.289895585781778,0.999326526413139
"AT1G03870",1,982506,0.466725002705007,0.316570797517183,690,0.582062581365946,0.582385667088498,2.63134680136136,0.999326526413139
"AT1G03880",1,985751,0.968503031827654,0.0893948959692469,690,0.582062581365946,0.582063531943822,-0.0664548098989144,0.999326526413139
"AT1G03890",1,989198,0.363370923959677,0.0812399355877617,690,0.582062581365946,0.582566611331615,1.35342888521268,0.999326526413139
"AT1G03900",1,991139,0.705043650607641,0.450272819978251,690,0.582062581365946,0.582149944736644,-1.14404324273346,0.999326526413139
"AT1G03905",1,993400,0.559754683736602,0.367834321119847,690,0.582062581365946,0.582270003877691,-0.845955928784861,0.999326526413139
"AT1G03910",1,996115,0.148252015565504,0.448670601608713,690,0.582062581365946,0.58333885464672,5.6376875663409,0.999326526413139
"AT1G03920",1,1001321,0.257030178983497,0.374533772903338,690,0.582062581365946,0.582846566050572,-2.99367069180516,0.999326526413139
"AT1G03930",1,1004769,0.843351965031357,0.428651181021799,690,0.582062581365946,0.582086389453349,0.468235731284949,0.999326526413139
"AT1G03935",1,1008810,0.191250764734436,0.357707758806157,690,0.582062581365946,0.583105193389542,-1.9092011327939,0.999326526413139
"AT1G03940",1,1009542,0.972224108661404,0.282816168307642,690,0.582062581365946,0.582063320521606,0.0623459684966292,0.999326526413139
"AT1G03950",1,1011172,0.84983310340875,0.42758996651156,690,0.582062581365946,0.58208443686404,-0.306115329589375,0.999326526413139
"AT1G03960",1,1013715,0.626018857250522,0.478012581989653,690,0.582062581365946,0.582207405168274,-1.41745171621733,0.999326526413139
"AT1G03970",1,1018100,0.281618450024991,0.385027546733095,690,0.582062581365946,0.582769963140287,2.2891932673574,0.999326526413139
"AT1G03980",1,1018570,0.620112053034192,0.329666542087123,690,0.582062581365946,0.582212413548966,0.769272868112239,0.999326526413139
"AT1G03990",1,1024847,0.454201821821142,0.311198172451746,690,0.582062581365946,0.582404232056352,-1.56935833663556,0.999326526413139
"AT1G04000",1,1028106,0.899747550574305,0.462505412180018,690,0.582062581365946,0.582072257774037,-0.27630761790715,0.999326526413139
"AT1G04010",1,1031200,0.932583245954742,0.464651220953046,690,0.582062581365946,0.58206694448898,0.197342521278188,0.999326526413139
"AT1G04020",1,1036537,0.229158761092164,0.398626768236011,690,0.582062581365946,0.582945160792897,3.78926037876954,0.999326526413139
"AT1G04030",1,1040383,0.897108368839789,0.401415262155812,690,0.582062581365946,0.582072776842832,0.333030346679152,0.999326526413139
"AT1G04040",1,1042362,0.532835201478657,0.424804757652237,690,0.582062581365946,0.582299804256112,1.40084174737058,0.999326526413139
"AT1G04050",1,1045598,0.0825354650696963,0.379805624233653,690,0.582062581365946,0.583904372295392,3.99855115051469,0.999326526413139
"AT1G04070",1,1050553,0.540279870452001,0.397289984676257,690,0.582062581365946,0.582291288146367,-1.5688665490743,0.999326526413139
"AT1G04080",1,1051312,0.538592837708533,0.474469761805903,690,0.582062581365946,0.582293199157801,-1.40112666520508,0.999326526413139
"AT1G04090",1,1057151,0.0248389403279821,0.388297545764465,690,0.582062581365946,0.58514370127517,-2.67555964977873,0.999326526413139
"AT1G04100",1,1059506,0.485795000727777,0.403436672490139,690,0.582062581365946,0.582358886604142,-1.42345138871679,0.999326526413139
"AT1G04110",1,1061457,0.63575893930781,0.38582947147918,690,0.582062581365946,0.582199375083233,-1.20002522675713,0.999326526413139
"AT1G04120",1,1064450,0.974292372598523,0.364256446384261,690,0.582062581365946,0.582063214504364,-0.172448411249206,0.999326526413139
"AT1G04130",1,1073427,0.589992615235073,0.42422809128531,690,0.582062581365946,0.582239643931511,1.36896536639688,0.999326526413139
"AT1G04140",1,1075543,0.737398182685046,0.469344850167128,690,0.582062581365946,0.582131131610846,-1.37976082813111,0.999326526413139
"AT1G04150",1,1081208,0.278876962513803,0.275,690,0.582062581365946,0.58277808063877,-2.4564745961743,0.999326526413139
"AT1G04160",1,1086495,0.687701089958715,0.433672198498965,690,0.582062581365946,0.582161108853065,1.37132112418476,0.999326526413139
"AT1G04170",1,1096946,0.110375903372941,0.435574352291387,690,0.582062581365946,0.583619456905708,-8.58723965664103,0.999326526413139
"AT1G04180",1,1104623,0.648140136577761,0.367587498243973,690,0.582062581365946,0.582189569016491,-0.801880011271351,0.999326526413139
"AT1G04190",1,1106428,0.565722300548265,0.44540965810531,690,0.582062581365946,0.582263759808261,-2.39018745705107,0.999326526413139
"AT1G04200",1,1109482,0.374886815795582,0.467618931630623,690,0.582062581365946,0.582542923324982,2.96089173632208,0.999326526413139
"AT1G04210",1,1114405,0.256883820310313,0.45611487496493,690,0.582062581365946,0.582847049046748,-4.67823612270877,0.999326526413139
"AT1G04220",1,1119699,0.189362397125879,0.312877626525908,690,0.582062581365946,0.583114126360661,-3.40784927614004,0.999326526413139
"AT1G04230",1,1125518,0.513944467668743,0.468133990684361,690,0.582062581365946,0.58232240419897,1.40663366038279,0.999326526413139
"AT1G04240",1,1128188,0.719475713234072,0.410177493885923,690,0.582062581365946,0.582141235212863,0.70976249087289,0.999326526413139
"AT1G04250",1,1136258,0.689554624427133,0.382176055775202,690,0.582062581365946,0.582159878572432,-0.917586194136675,0.999326526413139
"AT1G04260",1,1140528,0.668984031130645,0.44097209542058,690,0.582062581365946,0.582174041942171,0.827329728195764,0.999326526413139
"AT1G04270",1,1141604,0.818539794344828,0.44816236787895,690,0.582062581365946,0.582094673347679,1.05493401912099,0.999326526413139
"AT1G04280",1,1143436,0.931221384620384,0.454722906882873,690,0.582062581365946,0.582067122988882,0.202485723286372,0.999326526413139
"AT1G04290",1,1147523,0.710204108079537,0.34441065908632,690,0.582062581365946,0.582146770729958,-0.403732421724271,0.999326526413139
"AT1G04300",1,1148597,0.852775217361007,0.484432075672552,690,0.582062581365946,0.582083579029439,-0.523026417362416,0.999326526413139
"AT1G04310",1,1154764,0.117796590597718,0.365088721606062,690,0.582062581365946,0.583556763240331,-3.79580976791476,0.999326526413139
"AT1G04330",1,1161311,0.727773014543564,0.273786608327298,690,0.582062581365946,0.582136460921558,0.774177740295272,0.999326526413139
"AT1G04340",1,1163097,0.272179829213056,0.454184608141524,690,0.582062581365946,0.582798341083508,-2.5224369090065,0.999326526413139
"AT1G04350",1,1165165,0.519753540040568,0.386110275805848,690,0.582062581365946,0.58231529974786,2.04918029258988,0.999326526413139
"AT1G04360",1,1167457,0.0325315041179942,0.494393748275454,690,0.582062581365946,0.58485831728527,-3.5908470455015,0.999326526413139
"AT1G04370",1,1175177,0.861787749938671,0.243556556892447,690,0.582062581365946,0.582081061526254,-0.207834062346137,0.999326526413139
"AT1G04380",1,1176921,0.930106247990234,0.350724637681159,690,0.582062581365946,0.582067271835387,-0.103468113709823,0.999326526413139
"AT1G04390",1,1179363,0.104579729736649,0.357435320425725,690,0.582062581365946,0.583671748876087,-3.1565145440909,0.999326526413139
"AT1G04400",1,1185550,0.000152905369000458,0.403165700129217,690,0.582062581365946,0.590895212613079,-10.8861440083783,0.157784440320382
"AT1G04410",1,1189078,0.81207939361725,0.419086833673263,690,0.582062581365946,0.582097043521101,0.805292015618761,0.999326526413139
"AT1G04420",1,1191608,0.0982938282274273,0.492159585124323,690,0.582062581365946,0.583732182262549,4.65013966383412,0.999326526413139
"AT1G04425",1,1194187,0.878206315155274,0.218446512217131,690,0.582062581365946,0.582076899132693,-0.229575428596945,0.999326526413139
"AT1G04430",1,1198118,0.713174122622245,0.382247858357725,690,0.582062581365946,0.582144974258303,-1.23321790624323,0.999326526413139
"AT1G04440",1,1202255,0.694641291383982,0.426541475869487,690,0.582062581365946,0.58215654822076,-0.819635502704841,0.999326526413139
"AT1G04445",1,1207344,0.932813957113256,0.29186857906103,690,0.582062581365946,0.582066914606553,0.100569279235515,0.999326526413139
"AT1G04470",1,1211049,0.844642724030103,0.169997457411645,690,0.582062581365946,0.582085993667443,0.371845263826799,0.999326526413139
"AT1G04480",1,1216095,0.691371908853882,0.405095851015983,690,0.582062581365946,0.582158681048182,-1.52573621302872,0.999326526413139
"AT1G04490",1,1217948,0.900216054224303,0.271080569137923,690,0.582062581365946,0.582072167069621,-0.30234887541701,0.999326526413139
